"CountryName","SurveyId","FP_DISR_W_PRG","CharacteristicCategory","CharacteristicLabel","FP_DISR_W_DES","FP_DISR_W_FRT","FP_DISR_W_SID","FP_DISR_W_WME","FP_DISR_W_MET","FP_DISR_W_OTH","FP_DISR_W_ANY","FP_DISR_W_SWH","FP_DISR_W_NUM"
"Indonesia","ID1991DHS",2.6,"Contraceptive method","Pill",8.9,1.2,10.8,1.1,1,4.3,29.9,7.3,4289
"Indonesia","ID1991DHS",1.2,"Contraceptive method","IUD",1.4,0.3,7.5,0.2,3.9,1.1,15.7,7.1,2227
"Indonesia","ID1991DHS",1.5,"Contraceptive method","Injectables",5,0.9,17.2,1.4,2.4,4.3,32.8,16.1,4161
"Indonesia","ID1991DHS",0.6,"Contraceptive method","Implants",1.2,0,1.5,0,0,0.2,3.5,0.9,686
"Indonesia","ID1991DHS",9.3,"Contraceptive method","Condom",8.7,1.2,2.4,9.5,12.4,7.7,51.2,25.1,414
"Indonesia","ID1991DHS",0,"Contraceptive method","Other modern methods",0,11.9,4.1,0,7.4,17.8,41.1,28.3,82
"Indonesia","ID1991DHS",15.3,"Contraceptive method","Periodic abstinence",6.1,0,0.3,5.1,4,8,38.7,14.1,342
"Indonesia","ID1991DHS",7.9,"Contraceptive method","Withdrawal",10.2,2.2,1.1,6.2,5.2,15.8,48.7,22.9,272
"Indonesia","ID1991DHS",5.9,"Contraceptive method","Other traditional methods",4,0.3,1.2,2.2,3.8,12.7,30.2,7.7,220
"Indonesia","ID1994DHS",2.9,"Total","Total",5.8,1.1,10.4,1.4,2.4,3,27,10.7,16375
"Indonesia","ID1994DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,318
"Indonesia","ID1994DHS",4.1,"Contraceptive method","Pill",10.7,1.6,10.8,2.1,1.2,3.3,33.8,8.9,5451
"Indonesia","ID1994DHS",1.8,"Contraceptive method","IUD",0.9,0.1,8.4,0.2,2.8,0.9,15.2,8.7,1942
"Indonesia","ID1994DHS",1.6,"Contraceptive method","Injectables",4.5,1.1,15,0.8,3.1,3,29.1,14.9,5951
"Indonesia","ID1994DHS",0.3,"Contraceptive method","Implants",0.1,0,3.5,0,0.3,0.1,4.3,1.5,1300
"Indonesia","ID1994DHS",5.5,"Contraceptive method","Condom",9.3,1.5,2.2,4.5,16.9,11,50.9,23.6,346
"Indonesia","ID1994DHS",0.9,"Contraceptive method","Other modern methods",5.8,0,5.7,26.6,3,37.7,79.7,70.9,121
"Indonesia","ID1994DHS",12.1,"Contraceptive method","Periodic abstinence",6.2,0.6,0.7,5.3,1.4,6,32.3,11.5,390
"Indonesia","ID1994DHS",11.6,"Contraceptive method","Withdrawal",6.2,0,0,3.8,6.4,8,36.1,14.8,300
"Indonesia","ID1994DHS",7.3,"Contraceptive method","Other traditional methods",6.4,6.4,1.6,3.4,0.5,8.6,34.1,7.3,257
"Indonesia","ID1997DHS",2.7,"Total","Total",5.8,1.2,9.7,2,1.6,1.1,24.2,10.4,17066
"Indonesia","ID1997DHS",0.1,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.1,0,276
"Indonesia","ID1997DHS",4.1,"Contraceptive method","Pill",10.4,1.8,11.4,3.6,0.9,1.6,33.9,11.7,5409
"Indonesia","ID1997DHS",1.4,"Contraceptive method","IUD",1.4,0.1,7.4,0.2,1.6,0.2,12.3,6.8,1298
"Indonesia","ID1997DHS",1.6,"Contraceptive method","Injectables",4.2,1.2,12.2,1.3,2,1.1,23.5,12.3,7544
"Indonesia","ID1997DHS",0.1,"Contraceptive method","Implants",0.1,0.1,2.2,0,0.3,0.1,2.9,1.6,1444
"Indonesia","ID1997DHS",6.3,"Contraceptive method","Condom",8.4,1.9,0.6,4.2,11.5,4.7,37.7,12.7,226
"Indonesia","ID1997DHS",15,"Contraceptive method","Other modern methods",10.2,0,0.6,5.4,8.3,4.9,44.5,13.7,62
"Indonesia","ID1997DHS",12.5,"Contraceptive method","Periodic abstinence",8.9,0.2,0.1,5.4,1.2,0.6,28.8,7.1,333
"Indonesia","ID1997DHS",11.6,"Contraceptive method","Withdrawal",5.1,0.1,0,5.3,6.3,3,31.4,14.8,273
"Indonesia","ID1997DHS",8.6,"Contraceptive method","Other traditional methods",7.2,1.7,1.4,2,0.6,1.9,23.4,3.5,201
"Indonesia","ID2003DHS",2.1,"Total","Total",4.8,0.7,7.1,2.2,1.2,2.6,20.7,9,17747
"Indonesia","ID2003DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,328
"Indonesia","ID2003DHS",4.1,"Contraceptive method","Pill",8.3,1,8.8,3.7,1.4,4.6,31.9,11.8,4839
"Indonesia","ID2003DHS",0.7,"Contraceptive method","IUD",0.7,0.1,6,0.3,0.7,0.5,8.9,5.2,918
"Indonesia","ID2003DHS",1.1,"Contraceptive method","Injectables",3.9,0.7,8.1,1.3,1.2,2,18.4,8.9,9198
"Indonesia","ID2003DHS",0.1,"Contraceptive method","Implants",0.3,0.1,1.9,0,0.1,0.2,2.7,1.5,1159
"Indonesia","ID2003DHS",4.5,"Contraceptive method","Condom",6.4,0.9,2.5,12.6,4.2,7.7,38.8,20.5,255
"Indonesia","ID2003DHS",0,"Contraceptive method","Other modern methods",15.4,0,16.4,10.5,2.2,0,44.4,29,128
"Indonesia","ID2003DHS",4,"Contraceptive method","Periodic abstinence",5,0.3,0.3,4.9,0.5,1.5,16.5,6.1,410
"Indonesia","ID2003DHS",6.3,"Contraceptive method","Withdrawal",7.4,0.2,0.7,3.4,0.2,2.3,20.6,4.4,379
"Indonesia","ID2003DHS",2.8,"Contraceptive method","Other traditional methods",8.6,0,0.9,1.6,2.5,2.5,19,3.4,135
"Indonesia","ID2007DHS",1.6,"Total","Total",5.4,1.8,9.5,3.2,1.6,3.3,26.3,12.9,20918
"Indonesia","ID2007DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,299
"Indonesia","ID2007DHS",3.1,"Contraceptive method","Pill",8.5,1.6,12.1,6.8,2,4.7,38.8,19,5667
"Indonesia","ID2007DHS",0.6,"Contraceptive method","IUD",0.6,1.2,5.6,0.1,1.4,0.3,9.9,5.5,737
"Indonesia","ID2007DHS",0.7,"Contraceptive method","Injectables",4.3,2.1,10.3,1.5,1.3,2.8,23,11.7,11619
"Indonesia","ID2007DHS",0.1,"Contraceptive method","Implants",0.4,0,3.5,0,1.3,0.4,5.7,2.6,725
"Indonesia","ID2007DHS",4.8,"Contraceptive method","Condom",8.6,4.3,3.9,5.2,5.1,6.5,38.3,16.1,504
"Indonesia","ID2007DHS",5.4,"Contraceptive method","Periodic abstinence",7.8,2.2,1.9,5,0.6,2,24.9,6.8,456
"Indonesia","ID2007DHS",3,"Contraceptive method","Withdrawal",8.2,0.4,1.2,5.4,1.2,4.7,24.2,9.2,732
"Indonesia","ID2007DHS",1.1,"Contraceptive method","Other traditional methods",4.8,0,0.8,0,2.5,5.3,14.5,3.9,127
"Indonesia","ID2012DHS",1.5,"Total","Total",5.1,2.7,9.4,1.9,1.6,4.8,27.1,13,23465
"Indonesia","ID2012DHS",0.8,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.8,0,451
"Indonesia","ID2012DHS",3.2,"Contraceptive method","Pill",8.3,3,13.2,3.7,2,7.4,40.7,19.6,6207
"Indonesia","ID2012DHS",0.2,"Contraceptive method","IUD",1,0.3,2.8,0,0.7,0.8,5.7,3.1,819
"Indonesia","ID2012DHS",0.4,"Contraceptive method","Injectables",4.4,3.4,9.8,1,1.4,4.2,24.7,12,12720
"Indonesia","ID2012DHS",0.2,"Contraceptive method","Implants",0.7,0.6,4.6,0,0.4,1.4,7.9,4.3,1121
"Indonesia","ID2012DHS",2.1,"Contraceptive method","Condom",8.1,0.5,3.3,7.1,6.5,3.6,31.2,18.3,713
"Indonesia","ID2012DHS",4.6,"Contraceptive method","Periodic abstinence",4.2,0.5,1.3,2.6,0.4,6.3,19.9,6.9,433
"Indonesia","ID2012DHS",5.5,"Contraceptive method","Withdrawal",4.8,0.8,2.8,2.6,1.7,4.5,22.8,7.4,821
"Indonesia","ID2012DHS",5.5,"Contraceptive method","Other traditional methods",0.3,0,0.8,3.7,2.7,0.9,13.8,4.8,102
"Indonesia","ID2017DHS",1.6,"Total","Total",5.2,4.5,11.4,2.9,1.3,1.9,28.9,13.4,26804
"Indonesia","ID2017DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0.7,0.7,0.5,638
"Indonesia","ID2017DHS",3.1,"Contraceptive method","Pill",9.5,6.2,16.7,6,1.6,3.2,46.2,21.9,6065
"Indonesia","ID2017DHS",0.6,"Contraceptive method","IUD",0.8,0.3,4.8,0.2,1.1,1.1,9,5.5,1418
"Indonesia","ID2017DHS",0.5,"Contraceptive method","Injectables",4.5,4.7,13.8,1.4,1.3,1.6,27.8,13.3,13122
"Indonesia","ID2017DHS",0.2,"Contraceptive method","Implants",0.6,0.2,5,0.1,0.2,0.2,6.4,3.2,1760
"Indonesia","ID2017DHS",2.1,"Contraceptive method","Condom",4.5,6.7,2.4,2.7,5.9,2.3,26.5,11.3,1088
"Indonesia","ID2017DHS",5.8,"Contraceptive method","Periodic abstinence",4.6,9.1,0.8,4.2,0.1,1.9,26.5,4.9,746
"Indonesia","ID2017DHS",5.5,"Contraceptive method","Withdrawal",6.6,3.3,1.2,6.6,0.5,1.9,25.6,8.7,1730
"Indonesia","ID2017DHS",4.6,"Contraceptive method","Other traditional methods",0.4,3.7,6.6,5.5,1.4,5.7,27.9,14.1,92
"Jordan","JO1990DHS",13.4,"Total","Total",7,1.3,10.7,3.2,1.2,7.4,44.2,11.4,6117
"Jordan","JO1990DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,198
"Jordan","JO1990DHS",8.2,"Contraceptive method","Pill",10.5,3.8,30.2,1.5,1.7,7.5,63.5,17.3,1250
"Jordan","JO1990DHS",2.4,"Contraceptive method","IUD",4.4,0.2,11,0.3,0.8,1.9,20.9,5.5,1662
"Jordan","JO1990DHS",12.3,"Contraceptive method","Condom",8.9,2.4,12,5.8,8.3,14.1,63.8,32.7,151
"Jordan","JO1990DHS",21,"Contraceptive method","Other modern methods",4.3,0.8,2.8,5.9,0.7,11.1,46.5,11.7,1459
"Jordan","JO1990DHS",30.1,"Contraceptive method","Periodic abstinence",11.3,1,2,4,0.6,6.7,55.7,8.8,732
"Jordan","JO1990DHS",19.6,"Contraceptive method","Withdrawal",9.6,0.6,2.5,6.3,1.8,14.4,54.9,15.4,636
"Jordan","JO1990DHS",15.8,"Contraceptive method","Other traditional methods",0,0,0,16.5,3.8,3.3,39.4,20.3,30
"Jordan","JO1997DHS",14.2,"Total","Total",7.6,3.3,10.7,6.1,2.5,4.4,48.9,16.5,6478
"Jordan","JO1997DHS",9.6,"Contraceptive method","Pill",7.6,8,31.5,2.7,5.5,3,67.9,26.6,1353
"Jordan","JO1997DHS",2.2,"Contraceptive method","IUD",3.5,0.3,9.2,0.3,1.8,0.3,17.7,6.7,1779
"Jordan","JO1997DHS",21,"Contraceptive method","Condom",6.7,2.7,5.3,7.3,4.6,19.9,67.6,26.2,394
"Jordan","JO1997DHS",28.8,"Contraceptive method","Other modern methods",3.4,2.7,21.5,11.5,5.9,4.7,78.6,34.3,316
"Jordan","JO1997DHS",30.3,"Contraceptive method","Periodic abstinence",13.1,2.7,0.9,12.1,1.2,2.1,62.4,13.6,874
"Jordan","JO1997DHS",23.1,"Contraceptive method","Withdrawal",12,1.5,0.9,9.8,0.8,8.1,56.3,16.1,1112
"Jordan","JO1997DHS",16.9,"Contraceptive method","Other traditional methods",6.7,6.8,1.2,14.1,0.4,5.5,51.6,18,650
"Jordan","JO2002DHS",10.5,"Total","Total",8.6,1.5,8.1,7.9,3.1,2.5,42,14.9,6514
"Jordan","JO2002DHS",9.3,"Contraceptive method","Pill",10,3.4,23.1,5.3,2.4,1.8,55.4,20.5,1238
"Jordan","JO2002DHS",1.4,"Contraceptive method","IUD",2.7,0.4,7.2,0.4,0.8,0.1,12.8,5,1822
"Jordan","JO2002DHS",0,"Contraceptive method","Injectables",8.3,0.5,40.8,1.7,1.3,2.5,55.2,28.2,115
"Jordan","JO2002DHS",13.2,"Contraceptive method","Condom",10.9,1,7.3,12.1,2.1,9.3,56,25.6,491
"Jordan","JO2002DHS",7.9,"Contraceptive method","Lactational amenorrhea",3.9,0.5,0.9,26.2,16.4,5.3,61,32.8,765
"Jordan","JO2002DHS",34.4,"Contraceptive method","Other modern methods",0.7,0.3,13.3,7.4,7.2,3.1,66.4,21,152
"Jordan","JO2002DHS",27.9,"Contraceptive method","Periodic abstinence",15,2.3,0.2,5.5,0.9,0.7,52.5,5.2,665
"Jordan","JO2002DHS",16.4,"Contraceptive method","Withdrawal",15.4,1.9,0.7,10.9,0.6,3.1,49,13.2,1261
"Jordan","JO2007DHS",7.1,"Total","Total",8.9,4.5,6.4,7.5,1.2,4.1,39.7,12.9,10513
"Jordan","JO2007DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,142
"Jordan","JO2007DHS",5.9,"Contraceptive method","Pill",10.3,9.4,16.8,1.9,1.4,0.8,46.5,12.9,2153
"Jordan","JO2007DHS",0.8,"Contraceptive method","IUD",3.3,0.2,6.4,0.1,0.9,0.3,11.8,4.9,2702
"Jordan","JO2007DHS",1.4,"Contraceptive method","Injectables",9.6,0.3,28,1.7,0,0.3,41.2,17.5,191
"Jordan","JO2007DHS",9.4,"Contraceptive method","Condom",12.3,2.8,3.4,6.3,2.5,6.9,43.6,15.6,1038
"Jordan","JO2007DHS",5.4,"Contraceptive method","Lactational amenorrhea",12.1,15.6,1,36.3,2.6,21.2,94.1,38.8,1354
"Jordan","JO2007DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,74
"Jordan","JO2007DHS",20.5,"Contraceptive method","Periodic abstinence",11.4,0.7,0.1,4.9,0.7,0.5,38.9,5.3,774
"Jordan","JO2007DHS",12.6,"Contraceptive method","Withdrawal",11,0.8,1.2,6.8,0.1,2.1,34.5,8.4,2079
"Jordan","JO2009DHS",8.2,"Total","Total",9.6,2.2,8.2,9.7,1.7,5.5,45.1,16.5,11508
"Jordan","JO2009DHS",8.1,"Contraceptive method","Pill",11.8,3.4,21.3,3.1,2.4,1,50.9,19.5,2255
"Jordan","JO2009DHS",1.1,"Contraceptive method","IUD",4.7,0.4,7.5,0,1.1,0.4,15.1,6,2731
"Jordan","JO2009DHS",1.6,"Contraceptive method","Injectables",5.8,2.9,47.4,2,3.6,1,64.3,32.4,264
"Jordan","JO2009DHS",10.1,"Contraceptive method","Condom",12.9,5,5.8,8.7,1.6,7.4,51.5,18.7,1347
"Jordan","JO2009DHS",6.7,"Contraceptive method","Lactational amenorrhea",10.3,0.6,0.2,45.4,4,31.8,99.1,40.9,1275
"Jordan","JO2009DHS",20.6,"Contraceptive method","Periodic abstinence",11.9,1.1,1.3,9.8,0.9,0.4,45.9,11.1,837
"Jordan","JO2009DHS",12.8,"Contraceptive method","Withdrawal",11.3,2.9,1.5,8.6,0.6,2.1,39.8,11.5,2520
"Jordan","JO2009DHS",12.9,"Contraceptive method","Other traditional methods",6.2,0.5,4.2,24.5,1.6,13.1,62.9,28.6,138
"Jordan","JO2012DHS",8.6,"Total","Total",9.9,11.7,5.2,10,1.2,1.3,47.8,24.2,13905
"Jordan","JO2012DHS",6.1,"Contraceptive method","Pill",11.9,4.6,16.2,2.9,2.6,2,46.3,20.4,2488
"Jordan","JO2012DHS",1.5,"Contraceptive method","IUD",4.5,0.2,5.6,0.1,1.4,0.1,13.5,5.2,2768
"Jordan","JO2012DHS",1.9,"Contraceptive method","Injectables",8.8,4.7,28.3,1.5,3.8,0.6,49.6,23.2,264
"Jordan","JO2012DHS",11.9,"Contraceptive method","Condom",9.8,1.1,2.5,7.4,1.5,4.3,38.4,13.8,1504
"Jordan","JO2012DHS",3.6,"Contraceptive method","Other modern methods",15.6,9.6,1.4,2.3,0,0,32.4,9.9,179
"Jordan","JO2012DHS",20.5,"Contraceptive method","Periodic abstinence",13.2,1.3,1.3,6.5,0.3,0.1,43.2,7.8,696
"Jordan","JO2012DHS",12.8,"Contraceptive method","Withdrawal",14,4.3,0.9,8.7,0.1,1.2,42.1,11.7,3166
"Jordan","JO2012DHS",17.5,"Contraceptive method","Other traditional methods",15.6,15.8,0.1,36.2,1.7,1,87.9,42.2,1004
"Jordan","JO2017DHS",3,"Total","Total",13.5,0.8,1.9,4.5,4.2,1.7,29.7,6.5,8911
"Jordan","JO2017DHS",2,"Contraceptive method","Pill",16.1,1.9,4.2,3.1,7.8,1.9,37.1,7.7,2060
"Jordan","JO2017DHS",0.2,"Contraceptive method","IUD",6.8,0.2,0.8,0.7,4,0.6,13.3,2.7,2513
"Jordan","JO2017DHS",0.3,"Contraceptive method","Injectables",15.3,3.8,11,7.3,20.9,0.7,59.4,20.1,179
"Jordan","JO2017DHS",3.4,"Contraceptive method","Condom",14.9,0.5,0.9,5.7,3.6,3.1,32.2,6.2,917
"Jordan","JO2017DHS",16,"Contraceptive method","Other modern methods",10,0.1,1.8,31.2,1.2,4.7,64.9,26.8,539
"Jordan","JO2017DHS",7.5,"Contraceptive method","Periodic abstinence",12.4,0,5.1,7.9,0,1.4,34.3,10.9,194
"Jordan","JO2017DHS",5,"Contraceptive method","Withdrawal",18.8,0.4,0.7,5.3,1.2,2.1,33.6,5.7,2508
"Kenya","KE1998DHS",5,"Total","Total",4.6,3.2,8.5,2.4,2.7,6.2,32.6,7,3327
"Kenya","KE1998DHS",2.3,"Contraceptive method","Pill",4.6,1.6,17.3,1.7,3.5,5.3,36.2,9.6,969
"Kenya","KE1998DHS",0.9,"Contraceptive method","Injectables",3.4,0.6,11.4,0.1,1.2,4,21.8,4.3,860
"Kenya","KE1998DHS",3.6,"Contraceptive method","Condom",7.8,15.4,0.4,7.7,8.3,18.4,61.6,13.2,314
"Kenya","KE1998DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,287
"Kenya","KE1998DHS",13.9,"Contraceptive method","Periodic abstinence",6,4.2,0,3.3,1.1,4.4,33,3.7,732
"Kenya","KE1998DHS",11,"Contraceptive method","Other traditional methods",6,0,0,0,2,16.3,35.3,4.2,141
"Kenya","KE2003DHS",5.5,"Total","Total",5,3.9,12.8,1.6,3.3,5.5,37.6,7.7,3736
"Kenya","KE2003DHS",4,"Contraceptive method","Pill",4.7,2.3,23.3,2.4,4.7,4.8,46.2,12.7,963
"Kenya","KE2003DHS",1,"Contraceptive method","Injectables",3.9,2.2,18.8,0.3,2.6,3,31.8,7.3,1257
"Kenya","KE2003DHS",3.7,"Contraceptive method","Condom",6.1,17.8,0.3,3.8,10.1,17.5,59.4,9.1,332
"Kenya","KE2003DHS",15.4,"Contraceptive method","Periodic abstinence",6.1,3,0,1.8,1.3,5.8,33.3,3.2,736
"Kenya","KE2003DHS",7.1,"Contraceptive method","Other traditional methods",7.5,4.6,1.7,5.5,0.2,4.6,31.3,9,168
"Kenya","KE2014DHS",3,"Total","Total",4.7,4.4,10.5,3.1,1.1,3.7,30.5,10.5,9158
"Kenya","KE2014DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0.9,0.9,0,150
"Kenya","KE2014DHS",5.3,"Contraceptive method","Pill",6.2,4,15.7,6.8,2.2,4.6,44.9,21.5,1727
"Kenya","KE2014DHS",0.8,"Contraceptive method","IUD",0.2,0.4,4.2,0,0.2,0.6,6.4,3.8,298
"Kenya","KE2014DHS",1.7,"Contraceptive method","Injectables",5.4,2.8,14.4,1.9,1.2,3.4,30.9,10.2,4054
"Kenya","KE2014DHS",0.3,"Contraceptive method","Implants",0.3,0.2,6.6,0.1,0.1,0.3,8,3.7,1164
"Kenya","KE2014DHS",1.9,"Contraceptive method","Condom",5.3,21.4,0.8,2.3,0.3,10.8,42.9,4.6,859
"Kenya","KE2014DHS",1.1,"Contraceptive method","Other modern methods",2.9,2.3,20.1,0,1,13,40.4,20.6,85
"Kenya","KE2014DHS",9.1,"Contraceptive method","Periodic abstinence",4.1,3.8,0,6.3,0.2,1.4,24.8,6.7,661
"Kenya","KE2014DHS",8.7,"Contraceptive method","Withdrawal",11.2,0.4,1.3,3.7,2,2.3,29.6,8.4,106
"Kenya","KE2014DHS",19.7,"Contraceptive method","Other traditional methods",20,5.6,12.6,2.4,0,1.4,61.6,2.4,52
"Cambodia","KH2010DHS",3.4,"Total","Total",5.8,0.8,6.4,1.7,3.2,2.3,23.6,6.4,6817
"Cambodia","KH2010DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,181
"Cambodia","KH2010DHS",2.2,"Contraceptive method","Pill",8.3,0.6,9.7,1.3,4.6,2.8,29.4,7.6,2354
"Cambodia","KH2010DHS",0.3,"Contraceptive method","IUD",1.4,0.1,2.5,0,2.7,0,7.1,4.3,327
"Cambodia","KH2010DHS",1.5,"Contraceptive method","Injectables",6.1,1.9,12.2,0.6,5.2,3.1,30.6,8.3,1519
"Cambodia","KH2010DHS",3.5,"Contraceptive method","Condom",4.9,1,3.3,3.8,4.8,5.1,26.4,11,364
"Cambodia","KH2010DHS",3.7,"Contraceptive method","Periodic abstinence",2.7,0,0.1,3.5,0.1,1.9,11.9,3.8,416
"Cambodia","KH2010DHS",7.8,"Contraceptive method","Withdrawal",4.4,0.3,0.2,3,0.6,0.9,17.2,3.9,1594
"Cambodia","KH2014DHS",4.2,"Total","Total",6.5,1.2,6.8,1.6,2.8,1.9,25,7.7,8071
"Cambodia","KH2014DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,191
"Cambodia","KH2014DHS",1.6,"Contraceptive method","Pill",8.2,0.8,9.4,0.9,4.1,1.9,26.8,7.9,2515
"Cambodia","KH2014DHS",0,"Contraceptive method","IUD",0.5,0,5.9,0.4,1.8,0.8,9.4,5.9,560
"Cambodia","KH2014DHS",1.3,"Contraceptive method","Injectables",6.9,2.3,14.9,0.6,4.6,2.2,32.7,11.8,1561
"Cambodia","KH2014DHS",0,"Contraceptive method","Implants",1,0.1,4.2,0,1.3,0.6,7.2,2.7,287
"Cambodia","KH2014DHS",2.9,"Contraceptive method","Condom",9.9,6.7,5.8,2.4,6.8,3.9,38.4,14.1,344
"Cambodia","KH2014DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,24
"Cambodia","KH2014DHS",10.3,"Contraceptive method","Periodic abstinence",5.2,1.4,1,1.6,1.7,5.2,26.4,9.7,374
"Cambodia","KH2014DHS",10.5,"Contraceptive method","Withdrawal",6.7,0.6,0.4,3.5,0.6,1.3,23.6,5,2202
"Kazakhstan","KK1999DHS",9.7,"Total","Total",2.9,3.5,5.7,8.7,4.3,3.7,38.5,16.6,3096
"Kazakhstan","KK1999DHS",9.9,"Contraceptive method","Pill",7,5.4,21.4,8.3,9.4,2.7,64.1,30.1,374
"Kazakhstan","KK1999DHS",3.1,"Contraceptive method","IUD",1.4,0.1,5.2,0.1,0.4,0.9,11.2,3.3,1197
"Kazakhstan","KK1999DHS",10.5,"Contraceptive method","Condom",3.4,10.6,0.4,17,8.6,7,57.6,27.2,550
"Kazakhstan","KK1999DHS",20.7,"Contraceptive method","Other modern methods",2.2,0,0,14,13,0,49.9,26.2,127
"Kazakhstan","KK1999DHS",21.1,"Contraceptive method","Periodic abstinence",2.6,2.5,0,15.5,4.7,1.8,48.1,20.3,319
"Kazakhstan","KK1999DHS",17.6,"Contraceptive method","Withdrawal",3.8,4.2,0.5,19.5,3.9,13.6,63.1,30.6,298
"Kazakhstan","KK1999DHS",21.2,"Contraceptive method","Other traditional methods",3,2.9,0.5,10.9,5.4,2.8,46.6,13.2,229
"Comoros","KM2012DHS",2.6,"Total","Total",4.4,1.3,4.6,0.6,1.2,4.5,19.2,1.2,891
"Comoros","KM2012DHS",1.9,"Contraceptive method","Pill",3.8,1,1.3,0.4,3.5,6.3,18.3,0.7,139
"Comoros","KM2012DHS",1.4,"Contraceptive method","Injectables",6.4,1.6,10.8,1.1,1.5,2.2,25.1,0.2,293
"Comoros","KM2012DHS",7.6,"Contraceptive method","Periodic abstinence",3.4,1.7,0.4,0,0,4.5,17.6,1.1,125
"Comoros","KM2012DHS",0,"Contraceptive method","Other traditional methods",0,0,0,0,0,0,0,0,102
"Kyrgyz Republic","KY2012DHS",5.2,"Total","Total",5.3,1.6,3.4,2.8,1.5,1.9,21.7,4.8,2346
"Kyrgyz Republic","KY2012DHS",9.8,"Contraceptive method","Pill",12.2,0.3,8.7,2.9,8.9,0.5,43.2,12.5,166
"Kyrgyz Republic","KY2012DHS",0.3,"Contraceptive method","IUD",2.8,0.2,4.7,0.6,0.5,0.2,9.3,2.2,1082
"Kyrgyz Republic","KY2012DHS",11.5,"Contraceptive method","Condom",6.1,3.2,0.4,2.3,1.3,4.5,29.3,3.2,731
"Kyrgyz Republic","KY2012DHS",0,"Contraceptive method","Other modern methods",14.1,0,0,0,18.7,0,32.8,0,148
"Kyrgyz Republic","KY2012DHS",6.3,"Contraceptive method","Withdrawal",7.9,1.2,0.4,9.1,0,5.2,30.1,12.7,193
"Kyrgyz Republic","KY2012DHS",8.5,"Contraceptive method","Other traditional methods",0,0,0,34.3,0,0,42.7,34.3,25
"Liberia","LB2013DHS",2.1,"Total","Total",2.7,0.4,13,0.7,3,2.9,24.9,1.2,2506
"Liberia","LB2013DHS",5,"Contraceptive method","Pill",3.6,0,12.8,1,5.7,6.6,34.8,2.2,639
"Liberia","LB2013DHS",1,"Contraceptive method","Injectables",2.5,0.8,16.5,0.7,2.1,1.5,25,1.1,1445
"Liberia","LB2013DHS",0,"Contraceptive method","Implants",5.8,0,2.7,0,0,0,8.5,0,185
"Liberia","LB2013DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,124
"Liberia","LB2013DHS",0,"Contraceptive method","Other traditional methods",0,0,0,0,0,0,0,0,113
"Liberia","LB2019DHS",1.3,"Total","Total",6.4,1.8,20.2,2.7,4.2,4,40.5,1.8,3619
"Liberia","LB2019DHS",2.2,"Contraceptive method","Pill",7.7,1.1,19.8,5.7,6.3,4.2,47,3.5,538
"Liberia","LB2019DHS",0.9,"Contraceptive method","Injectables",6.7,1.7,26.2,1.2,4.7,4.8,46.3,1.1,2196
"Liberia","LB2019DHS",0.2,"Contraceptive method","Implants",2.1,0,8.4,0,0.6,1.1,12.4,0.9,492
"Liberia","LB2019DHS",0,"Contraceptive method","Other modern methods",0,0,0,0,0,0,0,0,241
"Liberia","LB2019DHS",0,"Contraceptive method","Other traditional methods",0,0,0,4.3,0,0,4.3,0,152
"Lesotho","LS2014DHS",2.3,"Total","Total",2.7,2.2,6.1,2,2.8,3.6,21.6,8.5,4313
"Lesotho","LS2014DHS",2.9,"Contraceptive method","Pill",3.4,2.4,8.4,1.3,5.5,3.3,27.2,10.1,854
"Lesotho","LS2014DHS",0.6,"Contraceptive method","Injectables",2.3,0.8,11.3,0.5,2.7,2.6,20.7,8.6,1570
"Lesotho","LS2014DHS",3.3,"Contraceptive method","Condom",3,3.4,0.7,3.5,1.5,4.8,20.2,7.4,1652
"Lesotho","LS2014DHS",0,"Contraceptive method","Other modern methods",0,0,12.3,0,0,28.1,40.5,28.1,169
"Lesotho","LS2014DHS",25,"Contraceptive method","Other traditional methods",0,0,0,0,0,0,25,0,67
"Morocco","MA1992DHS",7.8,"Total","Total",8,6.1,9.2,1.7,0.6,5.3,38.6,8.7,4437
"Morocco","MA1992DHS",5.8,"Contraceptive method","Pill",9,7.4,11.2,0.4,0.1,3.4,37.4,5.7,3152
"Morocco","MA1992DHS",2.1,"Contraceptive method","IUD",1.3,1.3,9.8,1.6,0.8,2,18.9,9.4,274
