"country","surveyid","xprg","group","grouplabel","xdes","xfrt","xsid","xwme","xmet","xoth","xany","xswh","denom","order","zzmodern","zztraditional","year","type","maxyear","nummethods","nummodern","numtraditional","Discontinuation","DiscontinuationNotInNeed","DiscontinuationFailure","DiscontinuationInNeed","MaleSterilization","FemaleSterilization","IUD","Implants","Injectables","Pill","Condom","FemaleCondom","LAM","EC","OtherModern","Rhythm","Withdrawal","OtherTraditional","continue","ifMaleSterilization","ifFemaleSterilization","ifIUD","ifImplants","ifInjectables","ifPill","ifCondom","ifFemaleCondom","ifLAM","ifEC","ifOtherModern","ifRhythm","ifWithdrawal","ifOtherTraditional","test","confirm"
"Guatemala","GU2015DHS",2.7,"Contraceptive method","Injectables",4.7,3.1,13.2,0.9,2.4,1.3,28.2,7.7,5187,5,1,0,2015,"DHS",2015,10,8,2,1063.3,404.6,140,518.7,0,44.4,44.4,44.4,3724.3,44.4,44.4,44.4,0,0,44.4,44.4,44.4,0,3724.3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5187,0
"Guatemala","GU2015DHS",0.6,"Contraceptive method","Implants",0.5,2.2,7.4,0.5,0,0,11.2,6.5,434,4,1,0,2015,"DHS",2015,10,8,2,20.4,11.7,2.6,6.1,0,3.1,3.1,385.4,3.1,3.1,3.1,3.1,0,0,3.1,3.1,3.1,0,385.4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,434,0
"Guatemala","GU2015DHS",4.2,"Contraceptive method","Condom",7.2,15.5,3.7,3.6,2.9,6.3,43.4,10,1431,7,1,0,2015,"DHS",2015,10,8,2,478,324.8,60.1,93,0,15.9,15.9,15.9,15.9,15.9,809.9,15.9,0,0,15.9,15.9,15.9,0,809.9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1431,0
"Guatemala","GU2015DHS",1.3,"Contraceptive method","Lactational amenorrhea",2.2,6.7,0,58.1,3.5,27.5,99.3,67.6,123,9,1,0,2015,"DHS",2015,10,8,2,39,10.9,1.6,26.4,0,9.2,9.2,9.2,9.2,9.2,9.2,0.9,0,0,9.2,9.2,9.2,0,0.9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,123,0
"Guatemala","GU2015DHS",0,"Contraceptive method","Other modern methods",9.8,0,3.3,2.3,19,2,36.5,25.3,106,11,1,0,2015,"DHS",2015,10,8,2,11.9,10.4,0,1.5,0,3,3,3,3,3,3,3,0,0,67.3,3,3,0,67.3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,106,0
"Guatemala","GU2015DHS",8.9,"Contraceptive method","Periodic abstinence",7.2,2.7,0.2,2.8,0.2,1,23,3.1,1299,12,0,1,2015,"DHS",2015,10,8,2,258.5,128.6,115.6,14.3,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,0,4.5,1000.2,4.5,0,1000.2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1299,0
"Guatemala","GU2015DHS",8.7,"Contraceptive method","Withdrawal",5.9,4,0.1,4.3,0.1,1.4,24.5,5.1,1365,13,0,1,2015,"DHS",2015,10,8,2,264.8,135.1,118.8,10.9,0,7.7,7.7,7.7,7.7,7.7,7.7,7.7,0,0,7.7,7.7,1030.6,0,1030.6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1365,0
"Honduras","HN2011DHS",0.2,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.2,0,1393,2,1,0,2011,"DHS",2011,9,6,3,2.8,0,2.8,0,0,1390.2,0,0,0,0,0,0,0,0,0,0,0,0,1390.2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1393,0
"Honduras","HN2011DHS",2.8,"Contraceptive method","Pill",9.3,10.2,21,2.8,10.4,4.5,61,21.6,4945,6,1,0,2011,"DHS",2011,9,6,3,1948.3,964.3,138.5,845.6,0,133.5,133.5,0,133.5,1928.5,133.5,0,0,0,133.5,133.5,133.5,133.5,1928.5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4945,0
"Honduras","HN2011DHS",2.6,"Contraceptive method","IUD",1.5,0.4,17.5,0.5,1,2.1,25.6,13.7,1196,3,1,0,2011,"DHS",2011,9,6,3,142.3,22.7,31.1,88.5,0,20.5,889.8,0,20.5,20.5,20.5,0,0,0,20.5,20.5,20.5,20.5,889.8,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1196,0
"Honduras","HN2011DHS",1.7,"Contraceptive method","Injectables",5.8,5.5,25.4,1,4.4,3.7,47.5,21.9,6498,5,1,0,2011,"DHS",2011,9,6,3,1663.5,734.3,110.5,818.7,0,177.9,177.9,0,3411.4,177.9,177.9,0,0,0,177.9,177.9,177.9,177.9,3411.4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,6498,0
"Honduras","HN2011DHS",1.4,"Contraceptive method","Condom",7.5,20.5,8.6,10.5,5.7,23.1,77.4,32.3,3579,7,1,0,2011,"DHS",2011,9,6,3,1614.1,1002.1,50.1,561.9,0,144.5,144.5,0,144.5,144.5,808.9,0,0,0,144.5,144.5,144.5,144.5,808.9,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3579,0
"Honduras","HN2011DHS",17.6,"Contraceptive method","Other modern methods",4,0,0.9,10.9,6.6,21.8,61.8,33.6,165,11,1,0,2011,"DHS",2011,9,6,3,46.5,6.6,29,10.9,0,6.9,6.9,0,6.9,6.9,6.9,0,0,0,63,6.9,6.9,6.9,63,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,165,0
"Honduras","HN2011DHS",9.2,"Contraceptive method","Periodic abstinence",8.3,5.3,0.3,14.3,7.5,7.9,52.6,20.6,1057,12,0,1,2011,"DHS",2011,9,6,3,338.2,143.8,97.2,97.2,0,27.2,27.2,0,27.2,27.2,27.2,0,0,0,27.2,501,27.2,27.2,501,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1057,0
"Honduras","HN2011DHS",7.7,"Contraceptive method","Withdrawal",7.9,9.6,0.9,17.4,4.5,12.9,60.8,26,2788,13,0,1,2011,"DHS",2011,9,6,3,970.2,487.9,214.7,267.6,0,90.6,90.6,0,90.6,90.6,90.6,0,0,0,90.6,90.6,1092.9,90.6,1092.9,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2788,0
"Honduras","HN2011DHS",2.5,"Contraceptive method","Other traditional methods",4.8,22.3,15.4,12.8,15.5,17.8,91.2,34.8,395,14,0,1,2011,"DHS",2011,9,6,3,222.8,107,9.9,105.9,0,17.2,17.2,0,17.2,17.2,17.2,0,0,0,17.2,17.2,17.2,34.8,34.8,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,395,0
"India","IA2015DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,44008,2,1,0,2015,"DHS",2015,12,9,3,0,0,0,0,0,44008,0,0,0,0,0,0,0,0,0,0,0,0,44008,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,44008,0
"India","IA2015DHS",0.6,"Contraceptive method","Male sterilization",3.9,2.8,1.7,3.6,3.5,4.8,20.9,5.8,447,1,1,0,2015,"DHS",2015,12,9,3,67.5,29.9,2.7,34.9,353.6,2.4,2.4,0,2.4,2.4,2.4,2.4,2.4,0,2.4,2.4,2.4,2.4,353.6,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,447,0
"India","IA2015DHS",1.9,"Contraceptive method","Pill",11.3,5.1,11.2,2,4.6,5.8,41.9,5.1,29501,6,1,0,2015,"DHS",2015,12,9,3,10856.4,4838.2,560.5,5457.7,136.8,136.8,136.8,0,136.8,17140.1,136.8,136.8,136.8,0,136.8,136.8,136.8,136.8,17140.1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,29501,0
"India","IA2015DHS",1.2,"Contraceptive method","IUD",5.5,2.4,8.6,1.2,3.6,3.9,26.4,3.3,8980,3,1,0,2015,"DHS",2015,12,9,3,2074.4,709.4,107.8,1257.2,26.9,26.9,6609.3,0,26.9,26.9,26.9,26.9,26.9,0,26.9,26.9,26.9,26.9,6609.3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8980,0
"India","IA2015DHS",2.1,"Contraceptive method","Injectables",8.1,3.1,14.5,6.7,7.8,8.3,50.6,8.2,1402,5,1,0,2015,"DHS",2015,12,9,3,594.4,157,29.4,408,10.5,10.5,10.5,0,692.6,10.5,10.5,10.5,10.5,0,10.5,10.5,10.5,10.5,692.6,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1402,0
"India","IA2015DHS",2.9,"Contraceptive method","Condom",14.9,6.9,3,2.2,6.5,10.8,47.2,5.4,42469,7,1,0,2015,"DHS",2015,12,9,3,17752,9258.2,1231.6,7262.2,208.5,208.5,208.5,0,208.5,208.5,22423.6,208.5,208.5,0,208.5,208.5,208.5,208.5,22423.6,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,42469,0
"India","IA2015DHS",2.7,"Contraceptive method","Female condom",13.5,2.3,20.3,0.7,9.4,17.5,66.5,7,309,8,1,0,2015,"DHS",2015,12,9,3,183.9,48.8,8.3,126.7,2,2,2,0,2,2,2,2,103.5,0,2,2,2,2,103.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,309,0
"India","IA2015DHS",17.8,"Contraceptive method","Lactational amenorrhea",8,1.9,6.3,26.5,4.8,19.6,85,56.7,1007,9,1,0,2015,"DHS",2015,12,9,3,285,99.7,179.2,6,51.9,51.9,51.9,0,51.9,51.9,51.9,151.1,51.9,0,51.9,51.9,51.9,51.9,151.1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1007,0
"India","IA2015DHS",5,"Contraceptive method","Other modern methods",21.9,5.2,3.5,3.9,1.9,15.3,56.8,3.3,122,11,1,0,2015,"DHS",2015,12,9,3,65.3,33.1,6.1,26.1,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0,52.7,0.4,0.4,0.4,52.7,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,122,0
"India","IA2015DHS",4.9,"Contraceptive method","Periodic abstinence",13.4,6.8,1.2,3.8,5.3,8.1,43.5,7.1,22164,12,0,1,2015,"DHS",2015,12,9,3,8067.7,4477.1,1086,2504.5,143.1,143.1,143.1,0,143.1,143.1,143.1,143.1,143.1,0,143.1,12522.7,143.1,143.1,12522.7,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,22164,0
"India","IA2015DHS",4.6,"Contraceptive method","Withdrawal",13.6,9.4,1.6,4.1,6.1,10.3,49.8,9.7,17483,13,0,1,2015,"DHS",2015,12,9,3,7010.7,4021.1,804.2,2185.4,154.2,154.2,154.2,0,154.2,154.2,154.2,154.2,154.2,0,154.2,154.2,8776.5,154.2,8776.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,17483,0
"India","IA2015DHS",2.4,"Contraceptive method","Other traditional methods",12.7,13.7,6.3,5.8,11.5,25.7,78.2,2,83,14,0,1,2015,"DHS",2015,12,9,3,63.2,21.9,2,39.3,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,18.1,18.1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,83,0
"Indonesia","ID2012DHS",0.8,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0.8,0,451,2,1,0,2012,"DHS",2012,9,6,3,3.6,0,3.6,0,0,447.4,0,0,0,0,0,0,0,0,0,0,0,0,447.4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,451,0
"Indonesia","ID2012DHS",3.2,"Contraceptive method","Pill",8.3,3,13.2,3.7,2,7.4,40.7,19.6,6207,6,1,0,2012,"DHS",2012,9,6,3,1309.7,701.4,198.6,409.7,0,152.1,152.1,152.1,152.1,3680.8,152.1,0,0,0,0,152.1,152.1,152.1,3680.8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6207,0
"Indonesia","ID2012DHS",0.2,"Contraceptive method","IUD",1,0.3,2.8,0,0.7,0.8,5.7,3.1,819,3,1,0,2012,"DHS",2012,9,6,3,21.3,10.6,1.6,9,0,3.2,772.3,3.2,3.2,3.2,3.2,0,0,0,0,3.2,3.2,3.2,772.3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,819,0
"Indonesia","ID2012DHS",0.4,"Contraceptive method","Injectables",4.4,3.4,9.8,1,1.4,4.2,24.7,12,12720,5,1,0,2012,"DHS",2012,9,6,3,1615.4,992.2,50.9,572.4,0,190.8,190.8,190.8,9578.2,190.8,190.8,0,0,0,0,190.8,190.8,190.8,9578.2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,12720,0
"Indonesia","ID2012DHS",0.2,"Contraceptive method","Implants",0.7,0.6,4.6,0,0.4,1.4,7.9,4.3,1121,4,1,0,2012,"DHS",2012,9,6,3,40.4,14.6,2.2,23.5,0,6,6,1032.4,6,6,6,0,0,0,0,6,6,6,1032.4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1121,0
"Indonesia","ID2012DHS",2.1,"Contraceptive method","Condom",8.1,0.5,3.3,7.1,6.5,3.6,31.2,18.3,713,7,1,0,2012,"DHS",2012,9,6,3,92,61.3,15,15.7,0,16.3,16.3,16.3,16.3,16.3,490.5,0,0,0,0,16.3,16.3,16.3,490.5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,713,0
"Indonesia","ID2012DHS",4.6,"Contraceptive method","Periodic abstinence",4.2,0.5,1.3,2.6,0.4,6.3,19.9,6.9,433,12,0,1,2012,"DHS",2012,9,6,3,56.3,20.4,19.9,16,0,3.7,3.7,3.7,3.7,3.7,3.7,0,0,0,0,346.8,3.7,3.7,346.8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,433,0
"Indonesia","ID2012DHS",5.5,"Contraceptive method","Withdrawal",4.8,0.8,2.8,2.6,1.7,4.5,22.8,7.4,821,13,0,1,2012,"DHS",2012,9,6,3,126.4,46,45.2,35.3,0,7.6,7.6,7.6,7.6,7.6,7.6,0,0,0,0,7.6,633.8,7.6,633.8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,821,0
"Indonesia","ID2012DHS",5.5,"Contraceptive method","Other traditional methods",0.3,0,0.8,3.7,2.7,0.9,13.8,4.8,102,14,0,1,2012,"DHS",2012,9,6,3,9.2,0.3,5.6,3.3,0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0.6,0.6,87.9,87.9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,102,0
"Jordan","JO2017DHS",2,"Contraceptive method","Pill",16.1,1.9,4.2,3.1,7.8,1.9,37.1,7.7,2060,6,1,0,2017,"DHS",2017,7,5,2,605.6,370.8,41.2,193.6,0,0,26.4,0,26.4,1295.7,26.4,0,0,0,26.4,26.4,26.4,0,1295.7,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2060,0
"Jordan","JO2017DHS",0.2,"Contraceptive method","IUD",6.8,0.2,0.8,0.7,4,0.6,13.3,2.7,2513,3,1,0,2017,"DHS",2017,7,5,2,266.4,175.9,5,85.4,0,0,2178.8,0,11.3,11.3,11.3,0,0,0,11.3,11.3,11.3,0,2178.8,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2513,0
"Jordan","JO2017DHS",0.3,"Contraceptive method","Injectables",15.3,3.8,11,7.3,20.9,0.7,59.4,20.1,179,5,1,0,2017,"DHS",2017,7,5,2,70.3,34.2,0.5,35.6,0,0,6,0,72.7,6,6,0,0,0,6,6,6,0,72.7,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,179,0
"Jordan","JO2017DHS",3.4,"Contraceptive method","Condom",14.9,0.5,0.9,5.7,3.6,3.1,32.2,6.2,917,7,1,0,2017,"DHS",2017,7,5,2,238.4,141.2,31.2,66,0,0,9.5,0,9.5,9.5,621.7,0,0,0,9.5,9.5,9.5,0,621.7,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,917,0
"Jordan","JO2017DHS",16,"Contraceptive method","Other modern methods",10,0.1,1.8,31.2,1.2,4.7,64.9,26.8,539,11,1,0,2017,"DHS",2017,7,5,2,205.4,54.4,86.2,64.7,0,0,24.1,0,24.1,24.1,24.1,0,0,0,189.2,24.1,24.1,0,189.2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,539,0
"Jordan","JO2017DHS",7.5,"Contraceptive method","Periodic abstinence",12.4,0,5.1,7.9,0,1.4,34.3,10.9,194,12,0,1,2017,"DHS",2017,7,5,2,45.4,24.1,14.6,6.8,0,0,3.5,0,3.5,3.5,3.5,0,0,0,3.5,127.5,3.5,0,127.5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,194,0
"Jordan","JO2017DHS",5,"Contraceptive method","Withdrawal",18.8,0.4,0.7,5.3,1.2,2.1,33.6,5.7,2508,13,0,1,2017,"DHS",2017,7,5,2,699.7,481.5,125.4,92.8,0,0,23.8,0,23.8,23.8,23.8,0,0,0,23.8,23.8,1665.3,0,1665.3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2508,0
"Kenya","KE2014DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0.9,0.9,0,150,2,1,0,2014,"DHS",2014,10,7,3,1.4,0,0,1.4,0,148.7,0,0,0,0,0,0,0,0,0,0,0,0,148.7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,150,0
"Kenya","KE2014DHS",5.3,"Contraceptive method","Pill",6.2,4,15.7,6.8,2.2,4.6,44.9,21.5,1727,6,1,0,2014,"DHS",2014,10,7,3,404.1,176.2,91.5,136.4,0,41.3,41.3,41.3,41.3,951.6,41.3,0,0,0,41.3,41.3,41.3,41.3,951.6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1727,0
"Kenya","KE2014DHS",0.8,"Contraceptive method","IUD",0.2,0.4,4.2,0,0.2,0.6,6.4,3.8,298,3,1,0,2014,"DHS",2014,10,7,3,7.7,1.8,2.4,3.6,0,1.3,278.9,1.3,1.3,1.3,1.3,0,0,0,1.3,1.3,1.3,1.3,278.9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,298,0
"Kenya","KE2014DHS",1.7,"Contraceptive method","Injectables",5.4,2.8,14.4,1.9,1.2,3.4,30.9,10.2,4054,5,1,0,2014,"DHS",2014,10,7,3,839.2,332.4,68.9,437.8,0,45.9,45.9,45.9,2801.3,45.9,45.9,0,0,0,45.9,45.9,45.9,45.9,2801.3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,4054,0
"Kenya","KE2014DHS",0.3,"Contraceptive method","Implants",0.3,0.2,6.6,0.1,0.1,0.3,8,3.7,1164,4,1,0,2014,"DHS",2014,10,7,3,50.1,5.8,3.5,40.7,0,4.8,4.8,1070.9,4.8,4.8,4.8,0,0,0,4.8,4.8,4.8,4.8,1070.9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1164,0
"Kenya","KE2014DHS",1.9,"Contraceptive method","Condom",5.3,21.4,0.8,2.3,0.3,10.8,42.9,4.6,859,7,1,0,2014,"DHS",2014,10,7,3,329,229.4,16.3,83.3,0,4.4,4.4,4.4,4.4,4.4,490.5,0,0,0,4.4,4.4,4.4,4.4,490.5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,859,0
"Kenya","KE2014DHS",1.1,"Contraceptive method","Other modern methods",2.9,2.3,20.1,0,1,13,40.4,20.6,85,11,1,0,2014,"DHS",2014,10,7,3,16.8,4.4,0.9,11.5,0,1.9,1.9,1.9,1.9,1.9,1.9,0,0,0,50.7,1.9,1.9,1.9,50.7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,85,0
"Kenya","KE2014DHS",9.1,"Contraceptive method","Periodic abstinence",4.1,3.8,0,6.3,0.2,1.4,24.8,6.7,661,12,0,1,2014,"DHS",2014,10,7,3,119.6,52.2,60.2,7.3,0,4.9,4.9,4.9,4.9,4.9,4.9,0,0,0,4.9,497.1,4.9,4.9,497.1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,661,0
"Kenya","KE2014DHS",8.7,"Contraceptive method","Withdrawal",11.2,0.4,1.3,3.7,2,2.3,29.6,8.4,106,13,0,1,2014,"DHS",2014,10,7,3,22.5,12.3,9.2,1,0,1,1,1,1,1,1,0,0,0,1,1,74.6,1,74.6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,106,0
"Kenya","KE2014DHS",19.7,"Contraceptive method","Other traditional methods",20,5.6,12.6,2.4,0,1.4,61.6,2.4,52,14,0,1,2014,"DHS",2014,10,7,3,30.8,13.3,10.2,7.2,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,20,20,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,52,0
"Cambodia","KH2014DHS",0,"Contraceptive method","Female sterilization",0,0,0,0,0,0,0,0,191,2,1,0,2014,"DHS",2014,9,7,2,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,191,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,191,0
"Cambodia","KH2014DHS",1.6,"Contraceptive method","Pill",8.2,0.8,9.4,0.9,4.1,1.9,26.8,7.9,2515,6,1,0,2014,"DHS",2014,9,7,2,475.3,226.3,40.2,208.7,0,24.8,24.8,24.8,24.8,1841,24.8,0,0,0,24.8,24.8,24.8,0,1841,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2515,0
"Cambodia","KH2014DHS",0,"Contraceptive method","IUD",0.5,0,5.9,0.4,1.8,0.8,9.4,5.9,560,3,1,0,2014,"DHS",2014,9,7,2,19.6,2.8,0,16.8,0,4.1,507.4,4.1,4.1,4.1,4.1,0,0,0,4.1,4.1,4.1,0,507.4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,560,0
"Cambodia","KH2014DHS",1.3,"Contraceptive method","Injectables",6.9,2.3,14.9,0.6,4.6,2.2,32.7,11.8,1561,5,1,0,2014,"DHS",2014,9,7,2,326.2,143.6,20.3,162.3,0,23,23,23,1050.6,23,23,0,0,0,23,23,23,0,1050.6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1561,0
"Cambodia","KH2014DHS",0,"Contraceptive method","Implants",1,0.1,4.2,0,1.3,0.6,7.2,2.7,287,4,1,0,2014,"DHS",2014,9,7,2,12.9,3.2,0,9.8,0,1,1,266.3,1,1,1,0,0,0,1,1,1,0,266.3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,287,0
"Cambodia","KH2014DHS",2.9,"Contraceptive method","Condom",9.9,6.7,5.8,2.4,6.8,3.9,38.4,14.1,344,7,1,0,2014,"DHS",2014,9,7,2,83.6,57.1,10,16.5,0,6.1,6.1,6.1,6.1,6.1,211.9,0,0,0,6.1,6.1,6.1,0,211.9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,344,0
